id,lemma,pos,definition,ipa,audioUrlUS,audioUrlUK,cefr,frequency,etymology,notes,forms_json,collocations_json
cmh9ir7ce002hm8uwfo1n8mwt,allées,X,,,,,,,,,{},[]
cmh9ir7ja002im8uw7xf1b14x,alors,X,,,,,,,,,{},[]
cmh9ir7q3002jm8uwpri18s35,alourdit,X,,,,,,,,,{},[]
cmh9ir7wy002km8uwvc91kidx,altière,X,,,,,,,,,{},[]
cmh9ir83u002lm8uwbn1anckm,amalfi,X,,,,,,,,,{},[]
cmh9ir8ap002mm8uw4p2u7dp3,amant,X,,,,,,,,,{},[]
cmh9ir8hj002nm8uwjwnahr6s,amante,X,,,,,,,,,{},[]
cmh9ir8oh002om8uwrhhmqs9x,amants,X,,,,,,,,,{},[]
cmh9ir8vc002pm8uwbisxktff,amer,X,,,,,,,,,{},[]
cmh9ir92a002qm8uwqm05jb7d,amertume,X,,,,,,,,,{},[]
cmh9ir995002rm8uwo0o0nq1r,ami,X,,,,,,,,,{},[]
cmh9ir9g1002sm8uwn1ovgday,amie,X,,,,,,,,,{},[]
cmh9ir9mx002tm8uwu7nle2rm,amies,X,,,,,,,,,{},[]
cmh9ir9tr002um8uwkxkbre43,amis,X,,,,,,,,,{},[]
cmh9ira0k002vm8uwn1bkklvm,amitié,X,,,,,,,,,{},[]
cmh9ira7h002wm8uwfls8g783,amour,X,,,,,,,,,{},[]
cmh9iraeb002xm8uwsxekzaon,amoureuse,X,,,,,,,,,{},[]
cmh9iral5002ym8uwjljfl6kp,amoureuses,X,,,,,,,,,{},[]
cmh9irarz002zm8uwo8ggvaxj,amoureux,X,,,,,,,,,{},[]
cmh9irays0030m8uwsd9noxb6,amours,X,,,,,,,,,{},[]
cmh9irb5l0031m8uw4rgw2fsu,amusant,X,,,,,,,,,{},[]
cmh9irbcf0032m8uwrwje9ga0,amusement,X,,,,,,,,,{},[]
cmh9irbja0033m8uwnk60i158,amère,X,,,,,,,,,{},[]
cmh9irbq30034m8uw9fnzdq0f,améliorée,X,,,,,,,,,{},[]
cmh9irbwy0035m8uwdhj08jmr,améliorées,X,,,,,,,,,{},[]
cmh9irc3t0036m8uwtb7gahzh,an,X,,,,,,,,,{},[]
cmh9ircan0037m8uwaro7sw85,anatolie,X,,,,,,,,,{},[]
cmh9irchi0038m8uw5s903rnu,ancien,X,,,,,,,,,{},[]
cmh9ircoc0039m8uwfk1gnr2x,anciens,X,,,,,,,,,{},[]
cmh9ircyj003am8uwih1px64l,ange,X,,,,,,,,,{},[]
cmh9ird5g003bm8uw53lpbpdt,angelots,X,,,,,,,,,{},[]
cmh9irdca003cm8uwpjxjqtyb,anges,X,,,,,,,,,{},[]
cmh9irdj4003dm8uwvhfsx57k,anglais,X,,,,,,,,,{},[]
cmh9irdpz003em8uwj23v8ajd,anguilles,X,,,,,,,,,{},[]
cmh9irdwv003fm8uwjr5040iw,animent,X,,,,,,,,,{},[]
cmh9ire3p003gm8uwrwzpuorw,anna,X,,,,,,,,,{},[]
cmh9ireai003hm8uwerqnkct8,annoncent,X,,,,,,,,,{},[]
cmh9irehe003im8uw43nig9wv,annonçaient,X,,,,,,,,,{},[]
cmh9ireoa003jm8uwzg7cl6cr,annonçant,X,,,,,,,,,{},[]
cmh9irev3003km8uwj4bxtr28,annuelle,X,,,,,,,,,{},[]
cmh9irf1w003lm8uw0voj1d0l,années,X,,,,,,,,,{},[]
cmh9irf8p003mm8uwmi1kn3we,anonyme,X,,,,,,,,,{},[]
cmh9irffk003nm8uw1fnalx2z,anonymes,X,,,,,,,,,{},[]
cmh9irfme003om8uw5359bup2,ans,X,,,,,,,,,{},[]
cmh9irfta003pm8uwetmawllv,antibiotique,X,,,,,,,,,{},[]
cmh9irg07003qm8uw694di4ek,antique,X,,,,,,,,,{},[]
cmh9irg71003rm8uw7r1cp84p,antoinette,X,,,,,,,,,{},[]
cmh9irgdu003sm8uw2tt08jx5,août,X,,,,,,,,,{},[]
cmh9irgko003tm8uwsb6vdf9q,apaisent,X,,,,,,,,,{},[]
cmh9irgrk003um8uw8btq75fb,apercevait,X,,,,,,,,,{},[]
cmh9irgyg003vm8uwerw3m0h9,aphone,X,,,,,,,,,{},[]
cmh9irh5c003wm8uwr2of7f74,apollinaire,X,,,,,,,,,{},[]
cmh9irhc6003xm8uwj4ieshdz,appela,X,,,,,,,,,{},[]
cmh9irhiz003ym8uwuuvwi2y5,appelant,X,,,,,,,,,{},[]
cmh9irhpv003zm8uwyg4k934i,appellation,X,,,,,,,,,{},[]
cmh9irhwp0040m8uwtp5hbcqi,appelle,X,,,,,,,,,{},[]
cmh9iri3j0041m8uwbobi71yo,appellent,X,,,,,,,,,{},[]
cmh9iriaf0042m8uw4qtsobw0,appelé,X,,,,,,,,,{},[]
cmh9irihb0043m8uwdp0ovzt6,apportant,X,,,,,,,,,{},[]
cmh9irio40044m8uwkqgkyvk6,apporte,X,,,,,,,,,{},[]
cmh9iriuz0045m8uw0k64oadq,apprendre,X,,,,,,,,,{},[]
cmh9irj1y0046m8uws776p7a4,apprendriez,X,,,,,,,,,{},[]
cmh9irj8t0047m8uw1pr3iiod,approchez,X,,,,,,,,,{},[]
cmh9irjfq0048m8uwj4hzw88z,approchée,X,,,,,,,,,{},[]
cmh9irjml0049m8uw3iex12zc,apprêté,X,,,,,,,,,{},[]
cmh9irjtf004am8uwljav7a0w,appétit,X,,,,,,,,,{},[]
cmh9irk0b004bm8uww6saccq1,après,X,,,,,,,,,{},[]
cmh9irk76004cm8uw7b1588n5,aquarium,X,,,,,,,,,{},[]
cmh9irke1004dm8uw5jn3mem5,arbre,X,,,,,,,,,{},[]
cmh9irkkx004em8uw9109xs05,arbres,X,,,,,,,,,{},[]
cmh9irkrq004fm8uwidy7tnmj,ardent,X,,,,,,,,,{},[]
cmh9irkyj004gm8uwh9z28ux0,ardente,X,,,,,,,,,{},[]
cmh9irl5c004hm8uw0ntwxrb2,argent,X,,,,,,,,,{},[]
cmh9irlc7004im8uwi3mur76k,argenté,X,,,,,,,,,{},[]
cmh9irlj1004jm8uwnvwwt1ve,armand,X,,,,,,,,,{},[]
cmh9irlpu004km8uw8r51uodd,armoire,X,,,,,,,,,{},[]
cmh9irlwo004lm8uwddfo2vl2,armoiries,X,,,,,,,,,{},[]
cmh9irm3j004mm8uwk3yoohaf,aronde,X,,,,,,,,,{},[]
cmh9irmae004nm8uwyy7tszb0,arrachant,X,,,,,,,,,{},[]
cmh9irmha004om8uwzqmeyoci,arrachent,X,,,,,,,,,{},[]
cmh9irmo5004pm8uwanwspy4t,arracher,X,,,,,,,,,{},[]
cmh9irmv0004qm8uwq3o7i27s,arranger,X,,,,,,,,,{},[]
cmh9irn1v004rm8uwxh9nnow6,arretâmes,X,,,,,,,,,{},[]
cmh9irn8q004sm8uwetq3erz0,arriva,X,,,,,,,,,{},[]
cmh9irnfm004tm8uw8fm868os,arrivait,X,,,,,,,,,{},[]
cmh9irnmi004um8uwwhgz6lee,arrivant,X,,,,,,,,,{},[]
cmh9irnte004vm8uwuxz365qt,arrive,X,,,,,,,,,{},[]
cmh9iro0a004wm8uw9l1omq1x,arrivee,X,,,,,,,,,{},[]
cmh9iro76004xm8uwibyewu6h,arriver,X,,,,,,,,,{},[]
cmh9iroe2004ym8uwcyq454vj,arrivez,X,,,,,,,,,{},[]
cmh9irooc004zm8uw1s5xf0fe,arrivé,X,,,,,,,,,{},[]
cmh9irov80050m8uwtp4kergx,arrivée,X,,,,,,,,,{},[]
cmh9irp230051m8uwqxllhspi,arrosait,X,,,,,,,,,{},[]
cmh9irpel0052m8uwl5tr8vt6,arroser,X,,,,,,,,,{},[]
cmh9irplh0053m8uwaazn4fdg,arrosera,X,,,,,,,,,{},[]
cmh9irpse0054m8uw2n9xzx97,arrêt,X,,,,,,,,,{},[]
cmh9irpz80055m8uw4dibw8ny,arrêté,X,,,,,,,,,{},[]
cmh9irq630056m8uw2h626350,art,X,,,,,,,,,{},[]
cmh9irqd60057m8uwc45yhd49,artiste,X,,,,,,,,,{},[]
cmh9irqjz0058m8uwed1wdqa0,artistes,X,,,,,,,,,{},[]
cmh9irqqu0059m8uwrxrgja8u,arum,X,,,,,,,,,{},[]
cmh9irqxq005am8uwehfsllu9,as,X,,,,,,,,,{},[]
cmh9irr4k005bm8uw81jytbe2,ascenseurs,X,,,,,,,,,{},[]
cmh9irrbf005cm8uw0w9gsrkh,asie,X,,,,,,,,,{},[]
cmh9irri9005dm8uwww7fopl5,assassiné,X,,,,,,,,,{},[]
cmh9irrp4005em8uwmmwoezsr,assez,X,,,,,,,,,{},[]
cmh9irrvz005fm8uwvcpmlmku,assiettes,X,,,,,,,,,{},[]
cmh9irs2v005gm8uwce4hfkwa,assis,X,,,,,,,,,{},[]
cmh9irs9q005hm8uw5qe3fsdd,astiquer,X,,,,,,,,,{},[]
cmh9irsgn005im8uwv1sc7w3h,athènes,X,,,,,,,,,{},[]
cmh9irsni005jm8uwikpwc1q3,atomique,X,,,,,,,,,{},[]
cmh9irsue005km8uwlewej3x1,attablés,X,,,,,,,,,{},[]
cmh9irt1c005lm8uwogt1itdu,attend-elle,X,,,,,,,,,{},[]
cmh9irt87005mm8uwhlpl3hfh,attendait,X,,,,,,,,,{},[]
cmh9irtf6005nm8uwaspgrwij,attendant,X,,,,,,,,,{},[]
cmh9irtm2005om8uwf1qefrxr,attendent,X,,,,,,,,,{},[]
cmh9irtsx005pm8uwfy55itzl,attendre,X,,,,,,,,,{},[]
cmh9irtzv005qm8uwevsnxu83,attends-moi,X,,,,,,,,,{},[]
cmh9iru6r005rm8uwivhl9rvt,attendu,X,,,,,,,,,{},[]
cmh9irudn005sm8uwbs12ruub,au,X,,,,,,,,,{},[]
cmh9irukj005tm8uw99szsczn,au-dessus,X,,,,,,,,,{},[]
cmh9irure005um8uwby3bh6s4,aubade,X,,,,,,,,,{},[]
cmh9iruy8005vm8uw65lkzl2e,aubaine,X,,,,,,,,,{},[]
cmh9irv54005wm8uwoancd818,aubergines,X,,,,,,,,,{},[]
cmh9irvc0005xm8uwmnacc06h,aubépine,X,,,,,,,,,{},[]
cmh9irviw005ym8uw0dsf51fl,aucun,X,,,,,,,,,{},[]
cmh9irvpt005zm8uwzn2fq0ev,audace,X,,,,,,,,,{},[]
cmh9irvwo0060m8uwfml37usn,augustins,X,,,,,,,,,{},[]
cmh9irw3k0061m8uwonac6ka3,aujourd'hui,X,,,,,,,,,{},[]
cmh9irwae0062m8uw2ea6sbxl,aura,X,,,,,,,,,{},[]
cmh9irwh90063m8uwk717ebj1,auraient,X,,,,,,,,,{},[]
cmh9irwo50064m8uw4lbb7cvs,aurait,X,,,,,,,,,{},[]
cmh9irwuz0065m8uwhwne4sc1,aurez,X,,,,,,,,,{},[]
cmh9irx1v0066m8uw9loibdxx,auriez,X,,,,,,,,,{},[]
cmh9irx8p0067m8uwh02ox90r,aurons,X,,,,,,,,,{},[]
cmh9irxfk0068m8uw1rdewox7,auss,X,,,,,,,,,{},[]
cmh9irxmf0069m8uwm3kruat9,aussi,X,,,,,,,,,{},[]
cmh9irxt9006am8uwucsefu18,aussitôt,X,,,,,,,,,{},[]
cmh9iry02006bm8uwpui6m29h,autant,X,,,,,,,,,{},[]
cmh9iry6w006cm8uw1wus0uwp,auteur,X,,,,,,,,,{},[]
cmh9irydq006dm8uwgm1wzpe7,authentique,X,,,,,,,,,{},[]
cmh9irykj006em8uwj6fl35ti,auto,X,,,,,,,,,{},[]
cmh9iryrd006fm8uwy6jkivrt,autobus,X,,,,,,,,,{},[]
cmh9iryy6006gm8uwjqc2d15z,automne,X,,,,,,,,,{},[]
cmh9irz50006hm8uwf0wqb69z,autour,X,,,,,,,,,{},[]
cmh9irzbu006im8uwu3224r26,autre,X,,,,,,,,,{},[]
cmh9irzin006jm8uw2ngom0za,autrefois,X,,,,,,,,,{},[]
cmh9irzpi006km8uwa4uuww61,autres,X,,,,,,,,,{},[]
cmh9irzwd006lm8uwz72m4rvy,auvergne,X,,,,,,,,,{},[]
cmh9is039006mm8uwp0dp2s9j,aux,X,,,,,,,,,{},[]
cmh9is0dh006nm8uw35gb0grj,avaient,X,,,,,,,,,{},[]
cmh9is0kc006om8uwyjy3zccd,avais,X,,,,,,,,,{},[]
cmh9is0r7006pm8uwq82pbw39,avait,X,,,,,,,,,{},[]
cmh9is0y2006qm8uwhed8yugr,avaler,X,,,,,,,,,{},[]
cmh9is14w006rm8uwch82xpnj,avant,X,,,,,,,,,{},[]
cmh9is1bo006sm8uwbf9aef7a,avec,X,,,,,,,,,{},[]
cmh9is1ii006tm8uwqatm8ys4,avenir,X,,,,,,,,,{},[]
cmh9is1pf006um8uwfb3lrikv,aventure,X,,,,,,,,,{},[]
cmh9is1w9006vm8uwhnn1ql92,avez,X,,,,,,,,,{},[]
cmh9is234006wm8uwkvo1uluv,aviateur,X,,,,,,,,,{},[]
cmh9is29z006xm8uwn2l9rs9o,avidité,X,,,,,,,,,{},[]
cmh9is2gt006ym8uwmf9k0rs6,aviez,X,,,,,,,,,{},[]
cmh9is2no006zm8uwnolwuv0u,avion,X,,,,,,,,,{},[]
cmh9is2ui0070m8uwwew6rbje,avions,X,,,,,,,,,{},[]
cmh9is31c0071m8uwtqwqqc54,avoir,X,,,,,,,,,{},[]
cmh9is3880072m8uwn7jypsgm,avons,X,,,,,,,,,{},[]
cmh9is3f20073m8uwpetpc160,avril,X,,,,,,,,,{},[]
cmh9is3lv0074m8uwxobg5e6p,ayant,X,,,,,,,,,{},[]
cmh9is3sq0075m8uws7iuzqle,aérées,X,,,,,,,,,{},[]
cmh9is3zl0076m8uwbesymtx4,aérés,X,,,,,,,,,{},[]
cmh9is46h0077m8uwx1l11f9o,aïeul,X,,,,,,,,,{},[]
cmh9is4db0078m8uwp3558bvc,aïeux,X,,,,,,,,,{},[]
cmh9is4k90079m8uwb8hckaf4,bacille,X,,,,,,,,,{},[]
cmh9is4r6007am8uwhaei0lj7,badauds,X,,,,,,,,,{},[]
cmh9is4y1007bm8uwrpq2ujtd,badernes,X,,,,,,,,,{},[]
cmh9is54w007cm8uwmacjefq3,bagage,X,,,,,,,,,{},[]
cmh9is5bq007dm8uwamr7vrnr,bagages,X,,,,,,,,,{},[]
cmh9is5ik007em8uwvm9e7kz1,bague,X,,,,,,,,,{},[]
cmh9is5pd007fm8uwdracc2xu,bagues,X,,,,,,,,,{},[]
cmh9is5w8007gm8uwi9qwtc7o,baignait,X,,,,,,,,,{},[]
cmh9is632007hm8uw8ecinjqy,bain,X,,,,,,,,,{},[]
cmh9is6be007im8uwk2ljjq2a,baiser,X,,,,,,,,,{},[]
cmh9is6ia007jm8uww617bs1c,baissait,X,,,,,,,,,{},[]
cmh9is6p5007km8uw6btm96jg,baisse,X,,,,,,,,,{},[]
cmh9is6w0007lm8uwrej1m0ho,baissera,X,,,,,,,,,{},[]
cmh9is72v007mm8uws0amdwql,baissé,X,,,,,,,,,{},[]
cmh9is79o007nm8uwl8xcg7y6,balance,X,,,,,,,,,{},[]
cmh9is7gk007om8uwyznqrw0m,balayé,X,,,,,,,,,{},[]
cmh9is7nf007pm8uwi8fq7d67,balcon,X,,,,,,,,,{},[]
cmh9is7ub007qm8uway4ejtcj,ballade,X,,,,,,,,,{},[]
cmh9is816007rm8uwl97a8aic,banal,X,,,,,,,,,{},[]
cmh9is881007sm8uwpjnygz5l,banc,X,,,,,,,,,{},[]
cmh9is8ey007tm8uwwnbospb1,bancourel,X,,,,,,,,,{},[]
cmh9is8lt007um8uwg857hn19,bancs,X,,,,,,,,,{},[]
cmh9is8so007vm8uws9ttwtz0,baquet,X,,,,,,,,,{},[]
cmh9is8zk007wm8uwbab800jq,barbacane,X,,,,,,,,,{},[]
cmh9is96e007xm8uwqmnlxb4v,barbarie,X,,,,,,,,,{},[]
cmh9is9da007ym8uw42brr4pu,barbote,X,,,,,,,,,{},[]
cmh9is9k5007zm8uw1jvn964w,baroque,X,,,,,,,,,{},[]
cmh9is9r20080m8uwds1lbhgg,barque,X,,,,,,,,,{},[]
cmh9is9xz0081m8uwu5x37dfb,barques,X,,,,,,,,,{},[]
cmh9isa4v0082m8uwo153c33e,barquettes,X,,,,,,,,,{},[]
cmh9isabr0083m8uw6osbggjd,barrages,X,,,,,,,,,{},[]
cmh9isain0084m8uwrnfdca32,barre,X,,,,,,,,,{},[]
cmh9isapj0085m8uwm3pneppq,barreau,X,,,,,,,,,{},[]
cmh9isawe0086m8uwgckq29ar,bas,X,,,,,,,,,{},[]
cmh9isb3a0087m8uw9q7a67md,basse,X,,,,,,,,,{},[]
cmh9isba60088m8uweha6use8,bastidois,X,,,,,,,,,{},[]
cmh9isbh20089m8uwi9w9znnf,bat,X,,,,,,,,,{},[]
cmh9isbny008am8uw7rv90697,bataille,X,,,,,,,,,{},[]
cmh9isby7008bm8uwfrkivtbt,bateau,X,,,,,,,,,{},[]
cmh9isc53008cm8uw1dz89lu2,bateaux,X,,,,,,,,,{},[]
cmh9iscbz008dm8uwxgxtv6vz,battant,X,,,,,,,,,{},[]
cmh9isciu008em8uw7mizu6qg,battoir,X,,,,,,,,,{},[]
cmh9iscpn008fm8uwg4co2br3,bayant,X,,,,,,,,,{},[]
cmh9iscwh008gm8uwktvr54y4,bayer,X,,,,,,,,,{},[]
cmh9isd3c008hm8uwqzo3xprx,beau,X,,,,,,,,,{},[]
cmh9isda6008im8uwy7joq8c2,beaucoup,X,,,,,,,,,{},[]
cmh9isdh2008jm8uw6oyhi8ge,beauté,X,,,,,,,,,{},[]
cmh9isdo1008km8uwjfwmausc,beaux,X,,,,,,,,,{},[]
cmh9isduw008lm8uwztez0o5w,bel,X,,,,,,,,,{},[]
cmh9ise1s008mm8uwd6kb1x5m,belan,X,,,,,,,,,{},[]
cmh9ise8o008nm8uw7lk34fu2,belle,X,,,,,,,,,{},[]
cmh9isefj008om8uwostbze04,belle-fille,X,,,,,,,,,{},[]
cmh9isemd008pm8uwzo8ar0zr,belles,X,,,,,,,,,{},[]
cmh9iset9008qm8uwetga6t79,bellevue,X,,,,,,,,,{},[]
cmh9isf06008rm8uw2ogsinhc,bercer,X,,,,,,,,,{},[]
cmh9isf71008sm8uwc5qe5glp,bercera,X,,,,,,,,,{},[]
cmh9isfdu008tm8uwqyk205vp,berceuse,X,,,,,,,,,{},[]
cmh9isfko008um8uw9vmh2vkw,berceuses,X,,,,,,,,,{},[]
cmh9isfri008vm8uwmlaj1nmh,bercé,X,,,,,,,,,{},[]
cmh9isfyc008wm8uwd3eyzrx1,bercée,X,,,,,,,,,{},[]
cmh9isg57008xm8uw52svall2,bercés,X,,,,,,,,,{},[]
cmh9isgc3008ym8uwskvcyf1o,berger,X,,,,,,,,,{},[]
cmh9isgix008zm8uwwvl4ehxz,bergères,X,,,,,,,,,{},[]
cmh9isgpr0090m8uwrv0p16vf,besoin,X,,,,,,,,,{},[]
cmh9isgwl0091m8uwn17j7x4v,bessieres,X,,,,,,,,,{},[]
cmh9ish3g0092m8uwhhta2md2,beurre,X,,,,,,,,,{},[]
cmh9ishac0093m8uwd2clt2yy,bibis,X,,,,,,,,,{},[]
cmh9ishh80094m8uwjppyq4km,bien,X,,,,,,,,,{},[]
cmh9isho30095m8uw10l78s2k,bien-aimé,X,,,,,,,,,{},[]
cmh9ishuz0096m8uwekyf9hxd,bientôt,X,,,,,,,,,{},[]
cmh9isi1t0097m8uw9gx85v2k,bijou,X,,,,,,,,,{},[]
cmh9isi8o0098m8uw27jibrsh,billet,X,,,,,,,,,{},[]
cmh9isifg0099m8uwk4dip0pq,bis,X,,,,,,,,,{},[]
cmh9isima009am8uwamxdt43l,biscuits,X,,,,,,,,,{},[]
cmh9isit3009bm8uw3zlgkcvw,bistro,X,,,,,,,,,{},[]
cmh9isizy009cm8uwnfn9htt3,bizarre,X,,,,,,,,,{},[]
cmh9isj6r009dm8uw8tpy2ul6,blagues,X,,,,,,,,,{},[]
cmh9isjdn009em8uwju3gc55l,blanc,X,,,,,,,,,{},[]
cmh9isjko009fm8uwonlu8271,blanche,X,,,,,,,,,{},[]
cmh9isjri009gm8uw0gvefcdm,blanches,X,,,,,,,,,{},[]
cmh9isjye009hm8uw4sgim6nj,blanchis,X,,,,,,,,,{},[]
cmh9isk58009im8uw4lz0mawx,blanchisseuse,X,,,,,,,,,{},[]
cmh9iskc2009jm8uwx636sa74,blancs,X,,,,,,,,,{},[]
