id,lemma,pos,definition,ipa,audioUrlUS,audioUrlUK,cefr,frequency,etymology,notes,forms_json,collocations_json
cmh9iqwcw000wm8uwf3pu0udp,adolescent,X,Qui est dans l’âge au-dessus de l’enfance sans être encore adulte.,\a.dɔ.le.sɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/67/Fr-adolescent.ogg/Fr-adolescent.ogg.mp3,,,medium,Du latin adolescens.,,{},[]
cmh9iqwjr000xm8uwav3x29e4,adorable,X,Qui est digne d’être adoré.,\a.dɔ.ʁabl\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/8c/Fr-adorable.ogg/Fr-adorable.ogg.mp3,,,low,Du latin adorabilis → voir adorer et -able et de l’ancien français aorer.,,{},[]
cmh9iqwqo000ym8uwmeywvnal,adorer,X,Honorer une divinité en lui rendant le culte qui lui est dû.,\a.dɔ.ʁe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/75/Fr-adorer.ogg/Fr-adorer.ogg.mp3,,,medium,Du latin adorare.,,{},[]
cmh9iqwxj000zm8uw2l24yq1n,adoré,X,Chéri.,\a.dɔ.ʁe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/86/LL-Q150_(fra)-Le_Commissaire-adoré.wav/LL-Q150_(fra)-Le_Commissaire-adoré.wav.mp3,,,,Participe passé adjectivé de adorer.,,{},[]
cmh9iqx4e0010m8uwwoip9isw,affaissé,X,Participe passé masculin singulier de affaisser.,\a.fe.se\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/62/LL-Q150_(fra)-WikiLucas00-affaissé.wav/LL-Q150_(fra)-WikiLucas00-affaissé.wav.mp3,,,,,,{},[]
cmh9iqxb80011m8uwlizlepd6,affronter,X,"Attaquer de front avec hardiesse, avec intrépidité, faire face à.",\a.fʁɔ̃.te\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b0/Fr-affronter.ogg/Fr-affronter.ogg.mp3,,,medium,"De l’ancien français afronterdérivé de fronter (« faire front, avoir pour front »), avec le préfixe a-.",,{},[]
cmh9iqxi30012m8uw1cgqv2fe,afin,X,"Mot invariable ne s'employant que dans les locutions prépositive « afin de » (+ infinitif) ou conjonctive « afin que » (+ verbe au subjonctif), permettant d’indiquer dans les constructions le(s) but(s) poursuivi(s).",\a.fɛ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a9/Fr-afin_de.oga/Fr-afin_de.oga.mp3,,,low,"Contraction des mots « à » et « fin », le mot « fin » étant pris au sens de « but, finalité ».",,{},[]
cmh9iqxp00013m8uwxhanqq1v,africains,X,Masculin pluriel de africain.,\a.fʁi.kɛ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/56/LL-Q150_(fra)-Eihel-africains.wav/LL-Q150_(fra)-Eihel-africains.wav.mp3,,,,,,{},[]
cmh9iqxvx0014m8uw7mxxacx2,agathe,X,Variété de tulipes.,\a.ɡat\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/ae/LL-Q150_(fra)-Jérémy-Günther-Heinz_Jähnick-agathe.wav/LL-Q150_(fra)-Jérémy-Günther-Heinz_Jähnick-agathe.wav.mp3,,,low,Probablement ^([1]) dérivé de agate en raison de la couleur de la fleur.,,{},[]
cmh9iqy2t0015m8uwganxs24d,agile,X,"Qui a des facilités pour agir ou se mouvoir, dispos, léger, souple.",\a.ʒil\,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/13/Fr-agile.ogg/Fr-agile.ogg.mp3,,,low,"Du latin agilis dérivé de agere (« agir »). C’est un emprunt savant ; s'il y était entré « par voies naturelles », agilis ayant l'accent sur ag, aurait donné *aile ou *èle, comme fragilis a donné frêle.",,{},[]
cmh9iqy9p0016m8uw8fys2ccs,agiles,X,Pluriel de agile.,\a.ʒil\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e0/LL-Q150_(fra)-DenisdeShawi-agiles.wav/LL-Q150_(fra)-DenisdeShawi-agiles.wav.mp3,,,,,,{},[]
cmh9iqygk0017m8uwrapn4rbv,agneaux,X,Pluriel de agneau.,\a.ɲo\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7e/Fr-Paris--agneau.ogg/Fr-Paris--agneau.ogg.mp3,,,,,,{},[]
cmh9iqyng0018m8uwlp54olno,ah,X,"Sert à marquer, suivant les cas, la joie, la douleur, l’admiration, l’amour, la surprise, etc.",\a\,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/1a/LL-Q150_(fra)-Jules78120-ah.wav/LL-Q150_(fra)-Jules78120-ah.wav.mp3,,,high,Du latin ah.,,{},[]
cmh9iqyu90019m8uwikd74a2i,ai,X,Première personne du singulier de l’indicatif présent de avoir.,\e\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/60/LL-Q150_(fra)-Pamputt-ai.wav/LL-Q150_(fra)-Pamputt-ai.wav.mp3,,,,,,{},[]
cmh9iqz13001am8uws9xqiw5y,aidant,X,Qui aide.,\ɛ.dɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f7/LL-Q150_(fra)-WikiLucas00-aidant.wav/LL-Q150_(fra)-WikiLucas00-aidant.wav.mp3,,,,,,{},[]
cmh9iqz7y001bm8uwjmfkgtbs,aieux,X,,,,,,,,,{},[]
cmh9iqzeu001cm8uw0b53z5y1,aigu,X,"Qui a un aspect pointu, tranchant, voire déchirant.",\e.ɡy\,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/09/Fr-aigu.ogg/Fr-aigu.ogg.mp3,,,medium,"Vient du latin acutus (« effilé, pointu »).",,{},[]
cmh9iqzlq001dm8uwjuapuv61,ail,X,"Espèce de plante à bulbe de la famille des liliacées (classification classique) ou des amaryllidacées (classification phylogénétique) à bulbe composé de plusieurs petites gousses réunies sous une enveloppe commune, utilisé en cuisine, d’une odeur et d’un goût très fort et piquant dû notamment à des composés de soufre.",\aj\,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4e/Fr-Paris--ail.ogg/Fr-Paris--ail.ogg.mp3,,,low,"Du latin allium, de même sens.",,{},[]
cmh9iqzsl001em8uwvv3e1etf,aile,X,"Partie du corps d’un animal, tel qu’un oiseau, un insecte ou un chiroptère, lui permettant de voler.",\ɛl\,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3f/LL-Q150_(fra)-Guilhelma-aile.wav/LL-Q150_(fra)-Guilhelma-aile.wav.mp3,,,high,"Du moyen français aisle ou æsle, de l’ancien français aile, ele, du latin ala (« aile »). référence nécessaire (résoudre le problème)",,{},[]
cmh9iqzzh001fm8uwiqkpg09t,ailes,X,Deuxième personne du singulier de l’indicatif présent de ailer.,\ɛl\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/74/LL-Q150_(fra)-0x010C-ailes.wav/LL-Q150_(fra)-0x010C-ailes.wav.mp3,,,,,,{},[]
cmh9ir06c001gm8uwj3mmw15l,ailleurs,X,En un autre lieu.,\a.jœʁ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/52/Fr-ailleurs.ogg/Fr-ailleurs.ogg.mp3,,,high,"Plutôt que directement issu du latin aliorsum, de *in aliore loco où *aliore est une forme comparative de alius (« autre ») → voir superior, inferior et altior.",,{},[]
cmh9ir0d7001hm8uwayeldyei,ailé,X,Qui possède des ailes.,\ɛ.le\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/fd/LL-Q150_(fra)-0x010C-ailé.wav/LL-Q150_(fra)-0x010C-ailé.wav.mp3,,,low,"Du latin alatus (« ailé »), équivalent dudérivé de aile, avec le suffixe -é.",,{},[]
cmh9ir0k1001im8uw468r1oa5,aimables,X,Pluriel de aimable.,\ɛ.mabl\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/62/LL-Q150_(fra)-DenisdeShawi-aimables.wav/LL-Q150_(fra)-DenisdeShawi-aimables.wav.mp3,,,,,,{},[]
cmh9ir0qv001jm8uwbfx76bsy,aimais,X,Première personne du singulier de l’indicatif imparfait du verbe aimer.,\ɛ.mɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/70/LL-Q150_(fra)-Pamputt-aimais.wav/LL-Q150_(fra)-Pamputt-aimais.wav.mp3,,,,,,{},[]
cmh9ir0xt001km8uwtw25ugsn,aimait,X,Troisième personne du singulier de l’indicatif imparfait du verbe aimer.,\ɛ.mɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/98/LL-Q150_(fra)-Pamputt-aimait.wav/LL-Q150_(fra)-Pamputt-aimait.wav.mp3,,,,,,{},[]
cmh9ir182001lm8uwuv3w8j0h,aime,X,Première personne du singulier de l’indicatif présent de aimer.,\ɛm\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d5/LL-Q150_(fra)-Pamputt-aime.wav/LL-Q150_(fra)-Pamputt-aime.wav.mp3,,,,,,{},[]
cmh9ir1ew001mm8uwga6lf35g,aiment,X,Troisième personne du pluriel de l’indicatif présent du verbe aimer.,\ɛm\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/fd/LL-Q150_(fra)-Pamputt-aiment.wav/LL-Q150_(fra)-Pamputt-aiment.wav.mp3,,,,,,{},[]
cmh9ir1ls001nm8uwiw29tpql,aimer,X,Ressentir un fort sentiment d’attirance pour quelqu’un ou quelque chose.,\e.me\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Fr-aimer.ogg/Fr-aimer.ogg.mp3,,,high,"Du moyen français aimer, analogique des formes toniques (j’)aim[e], (tu) aimes…, de l’ancien français amer, du latin amāre, de même sens.",,{},[]
cmh9ir1so001om8uw2h3or8ef,aimerai,X,Première personne du singulier du futur du verbe aimer.,\ɛ.mə.ʁe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b3/LL-Q150_(fra)-Pamputt-aimerai.wav/LL-Q150_(fra)-Pamputt-aimerai.wav.mp3,,,,,,{},[]
cmh9ir1zi001pm8uwooy0c9u6,aimerons,X,Première personne du pluriel du futur du verbe aimer.,\ɛ.mə.ʁɔ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e9/LL-Q150_(fra)-Pamputt-aimerons.wav/LL-Q150_(fra)-Pamputt-aimerons.wav.mp3,,,,,,{},[]
cmh9ir26e001qm8uwglsi5pj3,aimez,X,Deuxième personne du pluriel de l’indicatif présent du verbe aimer.,\ɛ.me\,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3f/LL-Q150_(fra)-Pamputt-aimez.wav/LL-Q150_(fra)-Pamputt-aimez.wav.mp3,,,,,,{},[]
cmh9ir2d9001rm8uw1mh6v7co,aimé,X,Chéri.,\ɛ.me\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/82/Fr-aimé.ogg/Fr-aimé.ogg.mp3,,,medium,Participe passé adjectivé de aimer.,,{},[]
cmh9ir2k4001sm8uwgy03q8wx,aimées,X,Pluriel de aimée.,\ɛ.me\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/82/Fr-aimé.ogg/Fr-aimé.ogg.mp3,,,,,,{},[]
cmh9ir2qz001tm8uw49q6qrrm,aimés,X,Participe passé masculin pluriel du verbe aimer.,\ɛ.me\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/82/Fr-aimé.ogg/Fr-aimé.ogg.mp3,,,,,,{},[]
cmh9ir2xu001um8uw4nz9jadv,ainsi,X,De cette manière ; de cette façon.,\ɛ̃.si\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/eb/Fr-ainsi.ogg/Fr-ainsi.ogg.mp3,,,high,"De l’ancien français ains (« plutôt, mais, auparavant ») et si « ainsi », donc « mais plutôt ainsi ».",,{},[]
cmh9ir34q001vm8uw30octiz3,ainées,X,Féminin pluriel de ainé.,\ɛ.ne\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/76/LL-Q150_(fra)-WikiLucas00-ainées.wav/LL-Q150_(fra)-WikiLucas00-ainées.wav.mp3,,,,,,{},[]
cmh9ir3c7001wm8uwpdfs572a,ainés,X,Masculin pluriel de ainé.,\e.ne\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d8/LL-Q150_(fra)-WikiLucas00-ainés.wav/LL-Q150_(fra)-WikiLucas00-ainés.wav.mp3,,,,,,{},[]
cmh9ir3j0001xm8uwys9rc05l,air,X,Mélange gazeux constituant l’atmosphère.,\ɛʁ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a6/Fr-air.ogg/Fr-air.ogg.mp3,,,high,"Du latin aer, de même sens.",,{},[]
cmh9ir3pv001ym8uwjpwm7dpu,ajouter,X,Mettre en plus.,\a.ʒu.te\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b0/Fr-ajouter.ogg/Fr-ajouter.ogg.mp3,,,high,"De l’ancien français ajoster (« réunir, mettre ensemble »), du latin juxta (« auprès de »).",,{},[]
cmh9ir3wq001zm8uwd76xcx9e,alcanter,X,,,,,,,,,{},[]
cmh9ir43m0020m8uwky9280d1,alentours,X,Lieux circonvoisins.,\a.lɑ̃.tuʁ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/04/Fr-alentours.ogg/Fr-alentours.ogg.mp3,,,,Pluriel de alentour.,,{},[]
cmh9ir4ah0021m8uwq78fwtgj,algues,X,Pluriel de algue.,\alɡ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/04/LL-Q150_(fra)-0x010C-algues.wav/LL-Q150_(fra)-0x010C-algues.wav.mp3,,,,,,{},[]
cmh9ir4hd0022m8uw5bhes0ue,alhambra,X,Palais de Grenade et monument majeur de l'architecture islamique.,\a.lɑ̃.bʁa\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/93/LL-Q150_(fra)-Fabricio_Cardenas_(Culex)-Alhambra.wav/LL-Q150_(fra)-Fabricio_Cardenas_(Culex)-Alhambra.wav.mp3,,,low,"De l’espagnol Alhambra, équivalent, pour le sens, de Châteauroux.",,{},[]
cmh9ir4o80023m8uwaotl696b,aligner,X,"Ranger, dresser sur une même ligne droite.",\a.li.ɲe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/94/Fr-aligner.ogg/Fr-aligner.ogg.mp3,,,medium,De l’ancien français alignier → voir ligne.,,{},[]
cmh9ir4v30024m8uw24ay2zme,alignées,X,Féminin pluriel de aligné.,\a.li.ɲe\,,,,,,,{},[]
cmh9ir51y0025m8uwc41yv4zs,alignés,X,Masculin pluriel de aligné.,\a.li.ɲe\,,,,,,,{},[]
cmh9ir58t0026m8uwcz5yehgh,allaient,X,Troisième personne du pluriel de l’indicatif présent du verbe allayer.,\a.lɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d1/Fr-Paris--allais.ogg/Fr-Paris--allais.ogg.mp3,,,,,,{},[]
cmh9ir5fo0027m8uwlfhj5po2,allait,X,Troisième personne du singulier de l’indicatif imparfait du verbe aller.,\a.lɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4d/LL-Q150_(fra)-Pamputt-allait.wav/LL-Q150_(fra)-Pamputt-allait.wav.mp3,,,,,,{},[]
cmh9ir5mi0028m8uwa5y9r8ii,allant,X,Qui aime à aller et venir ; qui montre de l’activité.,\a.lɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/40/LL-Q150_(fra)-Pamputt-allant.wav/LL-Q150_(fra)-Pamputt-allant.wav.mp3,,,low,Participe présent de aller.,,{},[]
cmh9ir5td0029m8uw1jzihlgn,aller,X,Se déplacer jusqu'à un endroit.,\a.le\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/6e/Fr-aller.ogg/Fr-aller.ogg.mp3,,,high,Ce verbe supplétif est fait à partir de trois verbes distincts :,,{},[]
cmh9ir609002am8uw2npitaj0,allez,X,Exprime l’encouragement.,\a.le\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/86/LL-Q150_(fra)-Lyokoï-allez.wav/LL-Q150_(fra)-Lyokoï-allez.wav.mp3,,,,,,{},[]
cmh9ir676002bm8uwzgezt47v,alliance,X,"Union entre personnes, y compris des organisations, qui est le résultat d’une entente ou d’un pacte.",\a.ljɑ̃s\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/65/Fr-alliance.ogg/Fr-alliance.ogg.mp3,,,medium,De allier.,,{},[]
cmh9ir6e1002cm8uwrb5r8zx0,allions,X,Première personne du pluriel de l’indicatif imparfait du verbe aller.,\a.ljɔ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/ac/Fr-Paris--allions.ogg/Fr-Paris--allions.ogg.mp3,,,,,,{},[]
cmh9ir6kw002dm8uwrzt6a74z,allongé,X,"Ce qui est long, par opposition aux choses de même espèce qui ont une forme plus ramassée.",\a.lɔ̃.ʒe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7e/LL-Q150_(fra)-Pamputt-allongé.wav/LL-Q150_(fra)-Pamputt-allongé.wav.mp3,,,medium,Du verbe allonger.,,{},[]
